pannel0.png,1103,424,1386,684,usb
pannel1.png,1118,394,1360,639,usb
pannel2.png,1222,445,1478,644,usb
pannel3.png,1100,555,1348,793,usb
pannel4.png,1154,494,1404,733,usb
pannel5.png,1326,441,1610,730,usb
pannel6.png,1088,311,1368,589,usb
pannel7.png,1153,405,1434,674,usb
pannel8.png,1147,659,1382,877,usb
pannel9.png,1076,445,1360,719,usb
pannel10.png,1113,432,1382,703,usb
pannel11.png,1190,478,1482,756,usb
pannel12.png,1130,536,1420,801,usb
pannel13.png,1132,603,1391,805,usb
pannel14.png,1153,471,1442,743,usb
pannel15.png,1172,507,1435,773,usb
pannel16.png,1261,569,1506,792,usb
pannel17.png,1333,582,1634,848,usb
pannel18.png,1151,420,1452,686,usb
pannel19.png,1022,454,1300,713,usb
pannel20.png,1171,623,1452,853,usb
pannel21.png,1151,525,1425,773,usb
pannel22.png,943,491,1212,754,usb
pannel23.png,1083,430,1327,618,usb
pannel24.png,1080,441,1369,718,usb
pannel25.png,1189,462,1401,694,usb
pannel26.png,1068,531,1318,758,usb
pannel27.png,1148,491,1311,685,usb
pannel28.png,968,358,1237,647,usb
pannel29.png,1056,454,1262,678,usb
pannel30.png,1144,492,1362,658,usb
pannel31.png,1214,480,1386,629,usb
pannel32.png,1235,328,1450,584,usb
pannel33.png,921,447,1163,719,usb
pannel34.png,1089,497,1334,762,usb
pannel35.png,1180,463,1419,680,usb
pannel36.png,1238,417,1485,698,usb
pannel37.png,1056,492,1328,748,usb
pannel38.png,1113,557,1333,793,usb
pannel39.png,1192,447,1431,719,usb
pannel40.png,919,489,1175,755,usb
pannel41.png,1282,528,1493,763,usb
pannel42.png,1020,503,1277,760,usb
pannel43.png,1107,397,1385,666,usb
pannel44.png,1181,539,1428,793,usb
pannel45.png,965,561,1189,803,usb
pannel46.png,1196,498,1468,773,usb
pannel47.png,1138,370,1403,639,usb
pannel48.png,1103,436,1329,665,usb
pannel49.png,1080,477,1318,704,usb
pannel50.png,1136,540,1320,710,usb
pannel51.png,1181,596,1414,831,usb
pannel52.png,1110,405,1397,703,usb
pannel53.png,1196,239,1467,493,usb
pannel54.png,1107,161,1372,402,usb
pannel55.png,1025,245,1178,427,usb
pannel56.png,1119,333,1301,565,usb
pannel57.png,1157,494,1348,760,usb
pannel58.png,1086,376,1331,627,usb
pannel59.png,1208,442,1473,686,usb
pannel60.png,1290,522,1504,737,usb
pannel61.png,1342,471,1595,733,usb
pannel62.png,1092,426,1319,673,usb
pannel63.png,1132,495,1394,716,usb
pannel64.png,1250,399,1495,613,usb
pannel65.png,1065,342,1291,524,usb
pannel66.png,983,411,1150,564,usb
pannel67.png,1262,391,1575,699,usb
pannel68.png,1123,363,1373,577,usb
pannel69.png,1344,290,1531,522,usb
pannel70.png,1041,287,1369,580,usb
pannel71.png,1205,397,1461,629,usb
pannel72.png,1163,280,1440,545,usb
pannel73.png,1279,334,1539,593,usb
pannel74.png,1305,393,1537,580,usb
pannel75.png,1210,498,1427,682,usb
pannel76.png,825,427,1069,653,usb
pannel77.png,1013,327,1287,620,usb
pannel78.png,960,488,1247,727,usb
pannel79.png,1141,673,1404,917,usb
pannel80.png,1031,480,1248,641,usb
pannel81.png,1288,283,1503,473,usb
pannel82.png,1293,554,1553,820,usb
pannel83.png,1174,472,1394,716,usb
pannel84.png,1329,576,1588,803,usb
pannel85.png,1098,463,1331,660,usb
pannel86.png,1020,391,1256,623,usb
pannel87.png,1031,546,1222,709,usb
pannel88.png,1181,390,1502,686,usb
pannel89.png,1300,394,1545,644,usb
pannel90.png,1487,415,1779,684,usb
pannel91.png,1038,430,1301,681,usb
pannel92.png,1199,564,1492,848,usb
pannel93.png,1001,459,1267,676,usb
pannel94.png,1073,587,1318,778,usb
pannel95.png,1002,432,1217,674,usb
pannel96.png,1115,439,1395,699,usb
pannel97.png,1404,486,1598,712,usb
pannel98.png,1101,399,1360,650,usb
pannel99.png,1127,498,1438,782,usb
pannel100.png,1115,346,1357,605,usb
pannel101.png,1299,435,1597,722,usb
